,area,com_client,comment,goods_name,score,times,user_grade,user_id
414,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
415,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
416,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
417,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
418,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
419,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
420,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
421,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
422,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
423,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
424,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
425,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
426,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
427,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
428,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
429,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
430,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
431,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
432,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
433,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
434,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
435,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
436,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
437,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
438,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
439,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
440,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
441,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
442,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
443,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
444,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
445,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
446,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
447,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
448,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
449,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
450,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
451,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
452,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
453,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
454,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
455,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
456,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
457,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
458,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
459,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
460,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
461,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
462,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
463,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
464,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
465,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
466,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
467,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
468,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
469,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
470,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
471,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
472,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
473,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
474,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
475,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
476,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
477,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
478,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
479,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
480,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
481,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
482,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
483,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
484,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
485,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
486,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
487,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
488,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
489,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
490,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
491,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
492,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
493,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
494,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
495,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
496,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
497,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
498,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
499,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
500,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
501,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
502,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
503,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
504,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
505,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
506,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
507,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
508,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
509,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
510,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
511,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
512,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
513,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
514,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
515,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
516,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
517,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
518,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
519,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
520,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
521,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
522,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
523,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
524,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
525,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
526,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
527,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
528,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
529,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
530,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
531,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
532,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
533,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
534,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
535,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
536,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
537,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
538,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
539,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
540,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
541,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
542,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
543,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
544,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
545,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
546,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
547,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
548,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
549,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
550,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
551,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
552,广东,来自京东Android客户端,二维码竟然是烂的，这样的货也能发过来，以后不会再买了,梅洛-红,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
553,,来自京东Android客户端,木塞都没有，劝大家不要买，小心上当,加本力苏维翁,grade-star g-star1,2016-06-14 11:13,银牌会员,1***p
554,江苏,,"*买了你家这么多东西还一*号,打售后电话也不承认,抢了这么天券,等到0点都不行,*",西拉-红,grade-star g-star1,2016-04-29 10:45,金牌会员,只***尔
555,,来自京东iPhone客户端,瓶塞都没有 很难喝假货上当的感觉,梅洛-红,grade-star g-star1,2016-06-15 20:14,铜牌会员,j***i
556,,来自京东iPhone客户端,送的袋子是个露的 麻烦以后检查下再送 还不如不送 酒直接掉地上碎掉 呵呵,加本力苏维翁,grade-star g-star1,2016-06-16 08:46,银牌会员,孙***n
557,辽宁,,味道不咋样，真心不如长城的。,加本力梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
558,辽宁,,味道不咋样，真心不如长城的。,梅洛-红,grade-star g-star1,2016-03-26 11:45,金牌会员,n***d
559,广东,来自京东Android客户端,收到货后才发现瓶子有点脏，但是没有烂，感觉不是新货,霞多丽白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
560,广东,来自京东Android客户端,还没喝，不知道怎么样，看包装不像正品,加本力苏维翁,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
561,广东,来自京东Android客户端,感觉一般般,幕斯卡白,grade-star g-star1,2016-06-18 10:57,银牌会员,j***t
